mp_id,full_name,club,mandate_status,district_number,category,count,url
380,Agnieszka Ścigaj,PiS,aktywny,13,"Interpelacje, którym nadano bieg:",70,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=380&Typ=INT&Czyb=T
380,Agnieszka Ścigaj,PiS,aktywny,13,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=380&Typ=ZAP&Czyb=T
380,Agnieszka Ścigaj,PiS,aktywny,13,Pytania w sprawach bieżących:,7,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=380&Typ=PYT&Czyb=T
381,Andrzej Śliwka,PiS,aktywny,34,"Interpelacje, którym nadano bieg:",198,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=381&Typ=INT&Czyb=T
381,Andrzej Śliwka,PiS,aktywny,34,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=381&Typ=INT&Czyb=N
381,Andrzej Śliwka,PiS,aktywny,34,"Zapytania, którym nadano bieg:",9,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=381&Typ=ZAP&Czyb=T
381,Andrzej Śliwka,PiS,aktywny,34,Pytania w sprawach bieżących:,19,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=381&Typ=PYT&Czyb=T
381,Andrzej Śliwka,PiS,aktywny,34,Oświadczenia:,15,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=381&view=8
382,Paweł Śliz,Polska2050-TD,aktywny,12,"Interpelacje, którym nadano bieg:",5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=382&Typ=INT&Czyb=T
382,Paweł Śliz,Polska2050-TD,aktywny,12,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=382&Typ=PYT&Czyb=T
382,Paweł Śliz,Polska2050-TD,aktywny,12,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=382&view=8
383,Krzysztof Śmiszek,Lewica,wygasl,3,"Interpelacje, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=383&Typ=INT&Czyb=T
383,Krzysztof Śmiszek,Lewica,wygasl,3,Pytania w sprawach bieżących:,1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=383&Typ=PYT&Czyb=T
384,Jacek Świat,PiS,aktywny,3,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=384&Typ=INT&Czyb=T
385,Apoloniusz Tajner,KO,aktywny,27,"Interpelacje, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=385&Typ=INT&Czyb=T
385,Apoloniusz Tajner,KO,aktywny,27,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=385&Typ=PYT&Czyb=T
386,Krzysztof Tchórzewski,PiS,aktywny,18,"Interpelacje, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=386&Typ=INT&Czyb=T
386,Krzysztof Tchórzewski,PiS,aktywny,18,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=386&Typ=ZAP&Czyb=T
386,Krzysztof Tchórzewski,PiS,aktywny,18,Pytania w sprawach bieżących:,12,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=386&Typ=PYT&Czyb=T
386,Krzysztof Tchórzewski,PiS,aktywny,18,Oświadczenia:,20,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=386&view=8
387,Robert Telus,PiS,aktywny,10,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=387&Typ=INT&Czyb=T
387,Robert Telus,PiS,aktywny,10,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=387&Typ=INT&Czyb=N
387,Robert Telus,PiS,aktywny,10,Pytania w sprawach bieżących:,10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=387&Typ=PYT&Czyb=T
388,Ryszard Terlecki,PiS,aktywny,14,"Interpelacje, którym nadano bieg:",9,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=388&Typ=INT&Czyb=T
388,Ryszard Terlecki,PiS,aktywny,14,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=388&Typ=ZAP&Czyb=T
388,Ryszard Terlecki,PiS,aktywny,14,Pytania w sprawach bieżących:,12,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=388&Typ=PYT&Czyb=T
389,Tadeusz Tomaszewski,Lewica,aktywny,37,"Interpelacje, którym nadano bieg:",111,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=389&Typ=INT&Czyb=T
389,Tadeusz Tomaszewski,Lewica,aktywny,37,"Zapytania, którym nadano bieg:",103,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=389&Typ=ZAP&Czyb=T
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Pytania w sprawach bieżących:,38,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=389&Typ=PYT&Czyb=T
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Oświadczenia:,86,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=389&view=8
390,Jacek Tomczak,PSL-TD,aktywny,39,"Interpelacje, którym nadano bieg:",28,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=390&Typ=INT&Czyb=T
390,Jacek Tomczak,PSL-TD,aktywny,39,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=390&Typ=ZAP&Czyb=T
390,Jacek Tomczak,PSL-TD,aktywny,39,Pytania w sprawach bieżących:,17,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=390&Typ=PYT&Czyb=T
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,"Interpelacje, którym nadano bieg:",91,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=391&Typ=INT&Czyb=T
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,"Zapytania, którym nadano bieg:",14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=391&Typ=ZAP&Czyb=T
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=391&Typ=PYT&Czyb=T
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=391&view=8
392,Cezary Tomczyk,KO,aktywny,11,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=392&Typ=INT&Czyb=T
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,"Interpelacje, którym nadano bieg:",23,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=393&Typ=INT&Czyb=T
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,Pytania w sprawach bieżących:,34,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=393&Typ=PYT&Czyb=T
394,Małgorzata Tracz,KO,aktywny,3,"Interpelacje, którym nadano bieg:",43,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=394&Typ=INT&Czyb=T
394,Małgorzata Tracz,KO,aktywny,3,"Zapytania, którym nadano bieg:",16,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=394&Typ=ZAP&Czyb=T
394,Małgorzata Tracz,KO,aktywny,3,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=394&Typ=ZAP&Czyb=N
394,Małgorzata Tracz,KO,aktywny,3,Pytania w sprawach bieżących:,14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=394&Typ=PYT&Czyb=T
394,Małgorzata Tracz,KO,aktywny,3,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=394&view=8
395,Tomasz Trela,Lewica,aktywny,9,"Interpelacje, którym nadano bieg:",20,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=395&Typ=INT&Czyb=T
395,Tomasz Trela,Lewica,aktywny,9,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=395&Typ=INT&Czyb=N
395,Tomasz Trela,Lewica,aktywny,9,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=395&Typ=ZAP&Czyb=T
395,Tomasz Trela,Lewica,aktywny,9,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=395&Typ=ZAP&Czyb=N
395,Tomasz Trela,Lewica,aktywny,9,Pytania w sprawach bieżących:,28,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=395&Typ=PYT&Czyb=T
396,Krzysztof Truskolaski,KO,aktywny,24,"Interpelacje, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=396&Typ=INT&Czyb=T
396,Krzysztof Truskolaski,KO,aktywny,24,Pytania w sprawach bieżących:,9,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=396&Typ=PYT&Czyb=T
397,Krzysztof Tuduj,Konfederacja,aktywny,3,"Interpelacje, którym nadano bieg:",17,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=397&Typ=INT&Czyb=T
397,Krzysztof Tuduj,Konfederacja,aktywny,3,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=397&Typ=INT&Czyb=N
397,Krzysztof Tuduj,Konfederacja,aktywny,3,Oświadczenia:,6,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=397&view=8
398,Sylwester Tułajew,PiS,aktywny,6,"Interpelacje, którym nadano bieg:",12,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=398&Typ=INT&Czyb=T
398,Sylwester Tułajew,PiS,aktywny,6,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=398&Typ=ZAP&Czyb=T
398,Sylwester Tułajew,PiS,aktywny,6,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=398&Typ=PYT&Czyb=T
398,Sylwester Tułajew,PiS,aktywny,6,Oświadczenia:,11,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=398&view=8
399,Witold Tumanowicz,Konfederacja,aktywny,7,"Interpelacje, którym nadano bieg:",124,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=399&Typ=INT&Czyb=T
399,Witold Tumanowicz,Konfederacja,aktywny,7,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=399&Typ=INT&Czyb=N
399,Witold Tumanowicz,Konfederacja,aktywny,7,"Zapytania, którym nadano bieg:",5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=399&Typ=ZAP&Czyb=T
399,Witold Tumanowicz,Konfederacja,aktywny,7,Pytania w sprawach bieżących:,38,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=399&Typ=PYT&Czyb=T
399,Witold Tumanowicz,Konfederacja,aktywny,7,Oświadczenia:,93,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=399&view=8
402,Katarzyna Ueberhan,Lewica,aktywny,39,"Interpelacje, którym nadano bieg:",33,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=402&Typ=INT&Czyb=T
402,Katarzyna Ueberhan,Lewica,aktywny,39,Pytania w sprawach bieżących:,29,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=402&Typ=PYT&Czyb=T
403,Jarosław Urbaniak,KO,aktywny,36,"Interpelacje, którym nadano bieg:",31,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=403&Typ=INT&Czyb=T
403,Jarosław Urbaniak,KO,aktywny,36,"Zapytania, którym nadano bieg:",5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=403&Typ=ZAP&Czyb=T
403,Jarosław Urbaniak,KO,aktywny,36,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=403&Typ=PYT&Czyb=T
404,Piotr Uruski,PiS,aktywny,22,"Interpelacje, którym nadano bieg:",165,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=404&Typ=INT&Czyb=T
404,Piotr Uruski,PiS,aktywny,22,"Zapytania, którym nadano bieg:",15,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=404&Typ=ZAP&Czyb=T
404,Piotr Uruski,PiS,aktywny,22,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=404&Typ=PYT&Czyb=T
404,Piotr Uruski,PiS,aktywny,22,Oświadczenia:,10,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=404&view=8
405,Piotr Uściński,PiS,aktywny,20,"Interpelacje, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=405&Typ=INT&Czyb=T
405,Piotr Uściński,PiS,aktywny,20,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=405&Typ=PYT&Czyb=T
405,Piotr Uściński,PiS,aktywny,20,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=405&view=8
406,Jarosław Wałęsa,KO,aktywny,25,"Interpelacje, którym nadano bieg:",273,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=406&Typ=INT&Czyb=T
406,Jarosław Wałęsa,KO,aktywny,25,"Zapytania, którym nadano bieg:",6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=406&Typ=ZAP&Czyb=T
406,Jarosław Wałęsa,KO,aktywny,25,Pytania w sprawach bieżących:,2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=406&Typ=PYT&Czyb=T
406,Jarosław Wałęsa,KO,aktywny,25,Oświadczenia:,11,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=406&view=8
407,Marcin Warchoł,PiS,aktywny,23,"Interpelacje, którym nadano bieg:",71,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=407&Typ=INT&Czyb=T
407,Marcin Warchoł,PiS,aktywny,23,"Zapytania, którym nadano bieg:",14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=407&Typ=ZAP&Czyb=T
407,Marcin Warchoł,PiS,aktywny,23,Pytania w sprawach bieżących:,8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=407&Typ=PYT&Czyb=T
408,Robert Wardzała,KO,aktywny,15,"Interpelacje, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=408&Typ=INT&Czyb=T
408,Robert Wardzała,KO,aktywny,15,"Zapytania, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=408&Typ=ZAP&Czyb=T
408,Robert Wardzała,KO,aktywny,15,Pytania w sprawach bieżących:,11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=408&Typ=PYT&Czyb=T
408,Robert Wardzała,KO,aktywny,15,Oświadczenia:,12,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=408&view=8
409,Robert Warwas,PiS,aktywny,32,"Interpelacje, którym nadano bieg:",27,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=409&Typ=INT&Czyb=T
409,Robert Warwas,PiS,aktywny,32,"Zapytania, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=409&Typ=ZAP&Czyb=T
409,Robert Warwas,PiS,aktywny,32,Pytania w sprawach bieżących:,7,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=409&Typ=PYT&Czyb=T
410,Jan Warzecha,PiS,aktywny,23,"Interpelacje, którym nadano bieg:",75,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=410&Typ=INT&Czyb=T
410,Jan Warzecha,PiS,aktywny,23,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=410&Typ=ZAP&Czyb=T
410,Jan Warzecha,PiS,aktywny,23,Pytania w sprawach bieżących:,16,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=410&Typ=PYT&Czyb=T
410,Jan Warzecha,PiS,aktywny,23,Oświadczenia:,18,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=410&view=8
411,Małgorzata Wassermann,PiS,aktywny,13,"Interpelacje, którym nadano bieg:",34,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=411&Typ=INT&Czyb=T
411,Małgorzata Wassermann,PiS,aktywny,13,Pytania w sprawach bieżących:,23,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=411&Typ=PYT&Czyb=T
412,Michał Wawer,Konfederacja,aktywny,33,"Interpelacje, którym nadano bieg:",85,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=412&Typ=INT&Czyb=T
412,Michał Wawer,Konfederacja,aktywny,33,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=412&Typ=INT&Czyb=N
412,Michał Wawer,Konfederacja,aktywny,33,"Zapytania, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=412&Typ=ZAP&Czyb=T
412,Michał Wawer,Konfederacja,aktywny,33,Pytania w sprawach bieżących:,21,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=412&Typ=PYT&Czyb=T
414,Marta Wcisło,KO,wygasl,6,"Interpelacje, którym nadano bieg:",29,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=414&Typ=INT&Czyb=T
414,Marta Wcisło,KO,wygasl,6,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=414&Typ=PYT&Czyb=T
414,Marta Wcisło,KO,wygasl,6,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=414&view=8
415,Rafał Weber,PiS,aktywny,23,"Interpelacje, którym nadano bieg:",61,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=415&Typ=INT&Czyb=T
415,Rafał Weber,PiS,aktywny,23,"Interpelacje, którym nie nadano biegu:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=415&Typ=INT&Czyb=N
415,Rafał Weber,PiS,aktywny,23,"Zapytania, którym nadano bieg:",10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=415&Typ=ZAP&Czyb=T
415,Rafał Weber,PiS,aktywny,23,Pytania w sprawach bieżących:,5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=415&Typ=PYT&Czyb=T
415,Rafał Weber,PiS,aktywny,23,Oświadczenia:,33,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=415&view=8
416,Marek Wesoły,PiS,aktywny,31,"Interpelacje, którym nadano bieg:",27,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=416&Typ=INT&Czyb=T
416,Marek Wesoły,PiS,aktywny,31,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=416&Typ=PYT&Czyb=T
417,Joanna Wicha,Lewica,aktywny,20,"Interpelacje, którym nadano bieg:",110,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=417&Typ=INT&Czyb=T
417,Joanna Wicha,Lewica,aktywny,20,"Zapytania, którym nadano bieg:",11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=417&Typ=ZAP&Czyb=T
417,Joanna Wicha,Lewica,aktywny,20,Pytania w sprawach bieżących:,23,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=417&Typ=PYT&Czyb=T
417,Joanna Wicha,Lewica,aktywny,20,Oświadczenia:,20,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=417&view=8
418,Patryk Wicher,PiS,aktywny,14,"Interpelacje, którym nadano bieg:",89,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=418&Typ=INT&Czyb=T
418,Patryk Wicher,PiS,aktywny,14,"Zapytania, którym nadano bieg:",7,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=418&Typ=ZAP&Czyb=T
418,Patryk Wicher,PiS,aktywny,14,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=418&Typ=PYT&Czyb=T
418,Patryk Wicher,PiS,aktywny,14,Oświadczenia:,28,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=418&view=8
419,Dariusz Wieczorek,Lewica,aktywny,41,Pytania w sprawach bieżących:,1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=419&Typ=PYT&Czyb=T
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,"Interpelacje, którym nadano bieg:",27,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=420&Typ=INT&Czyb=T
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,"Zapytania, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=420&Typ=ZAP&Czyb=T
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=420&Typ=PYT&Czyb=T
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,Oświadczenia:,6,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=420&view=8
421,Monika Wielichowska,KO,aktywny,2,"Interpelacje, którym nadano bieg:",56,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=421&Typ=INT&Czyb=T
421,Monika Wielichowska,KO,aktywny,2,"Zapytania, którym nadano bieg:",29,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=421&Typ=ZAP&Czyb=T
