mp_id,full_name,club,mandate_status,district_number,type,label,url
001,Andrzej Adamczyk,PiS,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024001/$File/2024ryczalt_001.pdf?OpenElement
002,Piotr Adamowicz,KO,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024002/$File/2024ryczalt_002.pdf?OpenElement
002,Piotr Adamowicz,KO,aktywny,25,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024002k/$File/2024ryczaltkor_002.pdf?OpenElement
003,Adam Andruszkiewicz,PiS,wygasl,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024003/$File/2024ryczalt_003.pdf?OpenElement
004,Waldemar Andzel,PiS,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024004/$File/2024ryczalt_004.pdf?OpenElement
005,Dorota Arciszewska-Mielewczyk,PiS,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024005/$File/2024ryczalt_005.pdf?OpenElement
006,Jan Krzysztof Ardanowski,Republikanie,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024006/$File/2024ryczalt_006.pdf?OpenElement
007,Iwona Ewa Arent,PiS,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024007/$File/2024ryczalt_007.pdf?OpenElement
008,Bartosz Arłukowicz,KO,wygasl,40,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024008/$File/2024ryczalt_008.pdf?OpenElement
009,Marek Ast,PiS,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024009/$File/2024ryczalt_009.pdf?OpenElement
010,Urszula Augustyn,KO,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024010/$File/2024ryczalt_010.pdf?OpenElement
011,Piotr Babinetz,PiS,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024011/$File/2024ryczalt_011.pdf?OpenElement
012,Ryszard Bartosik,PiS,aktywny,37,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024012/$File/2024ryczalt_012.pdf?OpenElement
013,Władysław Bartoszewski,PSL-TD,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024013/$File/2024ryczalt_013.pdf?OpenElement
014,Barbara Bartuś,PiS,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024014/$File/2024ryczalt_014.pdf?OpenElement
015,Paweł Bejda,PSL-TD,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024015/$File/2024ryczalt_015.pdf?OpenElement
016,Konrad Berkowicz,Konfederacja,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024016/$File/2024ryczalt_016.pdf?OpenElement
017,Sylwia Bielawska,KO,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024017/$File/2024ryczalt_017.pdf?OpenElement
018,Marek Biernacki,PSL-TD,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024018/$File/2024ryczalt_018.pdf?OpenElement
019,Paweł Bliźniuk,KO,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024019/$File/2024ryczalt_019.pdf?OpenElement
020,Mariusz Błaszczak,PiS,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024020/$File/2024ryczalt_020.pdf?OpenElement
021,Mateusz Bochenek,KO,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024021/$File/2024ryczalt_021.pdf?OpenElement
022,Rafał Bochenek,PiS,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024022/$File/2024ryczalt_022.pdf?OpenElement
023,Izabela Bodnar,niez.,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024023/$File/2024ryczalt_023.pdf?OpenElement
023,Izabela Bodnar,niez.,aktywny,3,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024023k/$File/2024ryczaltkor_023.pdf?OpenElement
024,Jacek Bogucki,PiS,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024024/$File/2024ryczalt_024.pdf?OpenElement
024,Jacek Bogucki,PiS,aktywny,24,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024024k/$File/2024ryczaltkor_024.pdf?OpenElement
025,Zbigniew Bogucki,PiS,wygasl,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024025/$File/2024ryczalt_025.pdf?OpenElement
026,Krzysztof Bojarski,KO,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024026/$File/2024ryczalt_026.pdf?OpenElement
027,Joanna Borowiak,PiS,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024027/$File/2024ryczalt_027.pdf?OpenElement
028,Kamil Bortniczuk,PiS,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024028/$File/2024ryczalt_028.pdf?OpenElement
029,Piotr Borys,KO,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024029/$File/2024ryczalt_029.pdf?OpenElement
030,Bożena Borys-Szopa,PiS,aktywny,29,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024030/$File/2024ryczalt_030.pdf?OpenElement
031,Marcin Bosacki,KO,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024031/$File/2024ryczalt_031.pdf?OpenElement
032,Karina Anna Bosak,Konfederacja,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024032/$File/2024ryczalt_032.pdf?OpenElement
033,Krzysztof Bosak,Konfederacja,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024033/$File/2024ryczalt_033.pdf?OpenElement
034,Grzegorz Braun,Konfederacja,wygasl,23,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024034/$File/2024ryczalt_034.pdf?OpenElement
035,Krzysztof Brejza,KO,wygasl,4,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024035/$File/2024ryczalt_035.pdf?OpenElement
036,Agnieszka Buczyńska,Polska2050-TD,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024036/$File/2024ryczalt_036.pdf?OpenElement
036,Agnieszka Buczyńska,Polska2050-TD,aktywny,25,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024036k/$File/2024ryczaltkor_036.pdf?OpenElement
037,Waldemar Buda,PiS,wygasl,9,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024037/$File/2024ryczalt_037.pdf?OpenElement
038,Borys Budka,KO,wygasl,31,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024038/$File/2024ryczalt_038.pdf?OpenElement
039,Elżbieta Burkiewicz,Polska2050-TD,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024039/$File/2024ryczalt_039.pdf?OpenElement
040,Lidia Burzyńska,PiS,aktywny,28,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024040/$File/2024ryczalt_040.pdf?OpenElement
041,Marek Jan Chmielewski,KO,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024041/$File/2024ryczalt_041.pdf?OpenElement
042,Zbigniew Chmielowiec,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024042/$File/2024ryczalt_042.pdf?OpenElement
043,Artur Chojecki,PiS,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024043/$File/2024ryczalt_043.pdf?OpenElement
044,Kazimierz Bogusław Choma,PiS,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024044/$File/2024ryczalt_044.pdf?OpenElement
