mp_id,full_name,club,mandate_status,district_number,type,label,url
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024276/$File/2024ryczalt_276.pdf?OpenElement
277,Katarzyna Osos,KO,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024277/$File/2024ryczalt_277.pdf?OpenElement
278,Jacek Osuch,PiS,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024278/$File/2024ryczalt_278.pdf?OpenElement
279,Jacek Ozdoba,PiS,wygasl,16,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024279/$File/2024ryczalt_279.pdf?OpenElement
280,Teresa Pamuła,PiS,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024280/$File/2024ryczalt_280.pdf?OpenElement
281,Paweł Papke,KO,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024281/$File/2024ryczalt_281.pdf?OpenElement
282,Urszula Pasławska,PSL-TD,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024282/$File/2024ryczalt_282.pdf?OpenElement
283,Krzysztof Paszyk,PSL-TD,aktywny,38,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024283/$File/2024ryczalt_283.pdf?OpenElement
284,Karolina Pawliczak,KO,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024284/$File/2024ryczalt_284.pdf?OpenElement
285,Bartłomiej Pejo,Konfederacja,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024285/$File/2024ryczalt_285.pdf?OpenElement
286,Ryszard Petru,Polska2050-TD,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024286/$File/2024ryczalt_286.pdf?OpenElement
286,Ryszard Petru,Polska2050-TD,aktywny,19,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024286k/$File/2024ryczaltkor_286.pdf?OpenElement
287,Małgorzata Pępek,KO,aktywny,27,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024287/$File/2024ryczalt_287.pdf?OpenElement
288,Bolesław Piecha,PiS,aktywny,30,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024288/$File/2024ryczalt_288.pdf?OpenElement
289,Grzegorz Piechowiak,PiS,aktywny,38,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024289/$File/2024ryczalt_289.pdf?OpenElement
290,Anna Pieczarka,PiS,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024290/$File/2024ryczalt_290.pdf?OpenElement
291,Katarzyna Maria Piekarska,KO,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024291/$File/2024ryczalt_291.pdf?OpenElement
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024292/$File/2024ryczalt_292.pdf?OpenElement
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024292k/$File/2024ryczaltkor_292.pdf?OpenElement
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024293/$File/2024ryczalt_293.pdf?OpenElement
294,Dariusz Piontkowski,PiS,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024294/$File/2024ryczalt_294.pdf?OpenElement
295,Kazimierz Plocke,KO,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024295/$File/2024ryczalt_295.pdf?OpenElement
296,Grzegorz Płaczek,Konfederacja,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024296/$File/2024ryczalt_296.pdf?OpenElement
297,Kacper Płażyński,PiS,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024297/$File/2024ryczalt_297.pdf?OpenElement
298,Szymon Pogoda,PiS,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024298/$File/2024ryczalt_298.pdf?OpenElement
299,Jerzy Polaczek,PiS,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024299/$File/2024ryczalt_299.pdf?OpenElement
300,Elżbieta Anna Polak,KO,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024300/$File/2024ryczalt_300.pdf?OpenElement
301,Piotr Polak,PiS,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024301/$File/2024ryczalt_301.pdf?OpenElement
302,Agnieszka Pomaska,KO,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024302/$File/2024ryczalt_302.pdf?OpenElement
303,Marcin Porzucek,PiS,aktywny,38,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024303/$File/2024ryczalt_303.pdf?OpenElement
304,Jacek Protas,KO,wygasl,34,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024304/$File/2024ryczalt_304.pdf?OpenElement
305,Marcin Przydacz,PiS,wygasl,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024305/$File/2024ryczalt_305.pdf?OpenElement
306,Grzegorz Puda,PiS,aktywny,27,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024306/$File/2024ryczalt_306.pdf?OpenElement
307,Michał Pyrzyk,PSL-TD,aktywny,37,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024307/$File/2024ryczalt_307.pdf?OpenElement
308,Renata Rak,KO,aktywny,40,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024308/$File/2024ryczalt_308.pdf?OpenElement
309,Ireneusz Raś,PSL-TD,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024309/$File/2024ryczalt_309.pdf?OpenElement
311,Marcin Romanowski,PiS,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024311/$File/2024ryczalt_311.pdf?OpenElement
311,Marcin Romanowski,PiS,aktywny,7,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024311k/$File/2024ryczaltkor_311.pdf?OpenElement
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024312/$File/2024ryczalt_312.pdf?OpenElement
313,Monika Rosa,KO,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024313/$File/2024ryczalt_313.pdf?OpenElement
314,Wiesław Różyński,PSL-TD,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024314/$File/2024ryczalt_314.pdf?OpenElement
314,Wiesław Różyński,PSL-TD,aktywny,7,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024314k/$File/2024ryczaltkor_314.pdf?OpenElement
315,Urszula Rusecka,PiS,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024315/$File/2024ryczalt_315.pdf?OpenElement
316,Grzegorz Rusiecki,KO,wygasl,36,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024316/$File/2024ryczalt_316.pdf?OpenElement
317,Jakub Rutnicki,KO,aktywny,38,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024317/$File/2024ryczalt_317.pdf?OpenElement
318,Paweł Rychlik,PiS,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024318/$File/2024ryczalt_318.pdf?OpenElement
319,Marek Rząsa,KO,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024319/$File/2024ryczalt_319.pdf?OpenElement
320,Jarosław Rzepa,PSL-TD,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024320/$File/2024ryczalt_320.pdf?OpenElement
321,Jarosław Sachajko,Republikanie,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024321/$File/2024ryczalt_321.pdf?OpenElement
322,Paweł Sałek,PiS,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024322/$File/2024ryczalt_322.pdf?OpenElement
323,Wojciech Saługa,KO,wygasl,32,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024323/$File/2024ryczalt_323.pdf?OpenElement
324,Tadeusz Samborski,PSL-TD,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024324/$File/2024ryczalt_324.pdf?OpenElement
325,Jacek Sasin,PiS,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024325/$File/2024ryczalt_325.pdf?OpenElement
326,Marek Sawicki,PSL-TD,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024326/$File/2024ryczalt_326.pdf?OpenElement
327,Ewa Schädler,Polska2050-TD,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024327/$File/2024ryczalt_327.pdf?OpenElement
328,Joanna Scheuring-Wielgus,Lewica,wygasl,5,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024328/$File/2024ryczalt_328.pdf?OpenElement
329,Anna Schmidt,PiS,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024329/$File/2024ryczalt_329.pdf?OpenElement
330,Łukasz Schreiber,PiS,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024330/$File/2024ryczalt_330.pdf?OpenElement
331,Jarosław Sellin,PiS,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024331/$File/2024ryczalt_331.pdf?OpenElement
332,Olga Ewa Semeniuk-Patkowska,PiS,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024332/$File/2024ryczalt_332.pdf?OpenElement
333,Edward Siarka,PiS,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024333/$File/2024ryczalt_333.pdf?OpenElement
334,Krystyna Sibińska,KO,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024334/$File/2024ryczalt_334.pdf?OpenElement
335,Czesław Siekierski,PSL-TD,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024335/$File/2024ryczalt_335.pdf?OpenElement
336,Rafał Siemaszko,KO,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024336/$File/2024ryczalt_336.pdf?OpenElement
337,Tomasz Siemoniak,KO,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024337/$File/2024ryczalt_337.pdf?OpenElement
337,Tomasz Siemoniak,KO,aktywny,21,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024337k/$File/2024ryczaltkor_337.pdf?OpenElement
338,Bartłomiej Sienkiewicz,KO,wygasl,13,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024338/$File/2024ryczalt_338.pdf?OpenElement
339,Arkadiusz Sikora,Lewica,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024339/$File/2024ryczalt_339.pdf?OpenElement
339,Arkadiusz Sikora,Lewica,aktywny,1,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024339k/$File/2024ryczaltkor_339.pdf?OpenElement
340,Włodzimierz Skalik,Konfederacja_KP,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024340/$File/2024ryczalt_340.pdf?OpenElement
341,Marcin Skonieczka,Polska2050-TD,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024341/$File/2024ryczalt_341.pdf?OpenElement
342,Krystyna Skowrońska,KO,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024342/$File/2024ryczalt_342.pdf?OpenElement
343,Sławomir Skwarek,PiS,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024343/$File/2024ryczalt_343.pdf?OpenElement
344,Waldemar Sługocki,KO,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024344/$File/2024ryczalt_344.pdf?OpenElement
345,Weronika Smarduch,KO,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024345/$File/2024ryczalt_345.pdf?OpenElement
346,Kazimierz Smoliński,PiS,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024346/$File/2024ryczalt_346.pdf?OpenElement
347,Anna Sobolak,KO,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024347/$File/2024ryczalt_347.pdf?OpenElement
347,Anna Sobolak,KO,aktywny,3,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024347k/$File/2024ryczaltkor_347.pdf?OpenElement
348,Krzysztof Sobolewski,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024348/$File/2024ryczalt_348.pdf?OpenElement
349,Artur Soboń,PiS,wygasl,6,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2023349/$File/2023ryczalt_349.pdf?OpenElement
350,Agnieszka Anna Soin,PiS,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024350/$File/2024ryczalt_350.pdf?OpenElement
351,Zbigniew Sosnowski,PSL-TD,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024351/$File/2024ryczalt_351.pdf?OpenElement
352,Marek Sowa,KO,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024352/$File/2024ryczalt_352.pdf?OpenElement
353,Katarzyna Sójka,PiS,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024353/$File/2024ryczalt_353.pdf?OpenElement
354,Magdalena Sroka,PSL-TD,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024354/$File/2024ryczalt_354.pdf?OpenElement
355,Mirosława Stachowiak-Różecka,PiS,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024355/$File/2024ryczalt_355.pdf?OpenElement
356,Dariusz Stefaniuk,PiS,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024356/$File/2024ryczalt_356.pdf?OpenElement
357,Franciszek Sterczewski,KO,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024357/$File/2024ryczalt_357.pdf?OpenElement
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024358/$File/2024ryczalt_358.pdf?OpenElement
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024358k/$File/2024ryczaltkor_358.pdf?OpenElement
359,Mirosław Suchoń,Polska2050-TD,aktywny,27,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024359/$File/2024ryczalt_359.pdf?OpenElement
360,Marek Suski,PiS,aktywny,17,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024360/$File/2024ryczalt_360.pdf?OpenElement
361,Paweł Suski,KO,aktywny,40,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024361/$File/2024ryczalt_361.pdf?OpenElement
362,Artur Szałabawka,PiS,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024362/$File/2024ryczalt_362.pdf?OpenElement
363,Wojciech Szarama,PiS,aktywny,29,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024363/$File/2024ryczalt_363.pdf?OpenElement
364,Wiesław Szczepański,Lewica,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024364/$File/2024ryczalt_364.pdf?OpenElement
365,Michał Szczerba,KO,wygasl,19,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024365/$File/2024ryczalt_365.pdf?OpenElement
366,Krzysztof Szczucki,PiS,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024366/$File/2024ryczalt_366.pdf?OpenElement
367,Józefa Szczurek-Żelazko,PiS,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024367/$File/2024ryczalt_367.pdf?OpenElement
368,Paweł Szefernaker,PiS,wygasl,40,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024368/$File/2024ryczalt_368.pdf?OpenElement
369,Andrzej Szejna,Lewica,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024369/$File/2024ryczalt_369.pdf?OpenElement
369,Andrzej Szejna,Lewica,aktywny,33,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024369k/$File/2024ryczaltkor_369.pdf?OpenElement
370,Andrzej Szewiński,KO,aktywny,28,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024370/$File/2024ryczalt_370.pdf?OpenElement
371,Adam Szłapka,KO,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024371/$File/2024ryczalt_371.pdf?OpenElement
372,Henryk Szopiński,KO,aktywny,38,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024372/$File/2024ryczalt_372.pdf?OpenElement
373,Paweł Szrot,PiS,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024373/$File/2024ryczalt_373.pdf?OpenElement
374,Krystyna Szumilas,KO,aktywny,29,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024374/$File/2024ryczalt_374.pdf?OpenElement
375,Stanisław Szwed,PiS,aktywny,27,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024375/$File/2024ryczalt_375.pdf?OpenElement
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024376/$File/2024ryczalt_376.pdf?OpenElement
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024376k/$File/2024ryczaltkor_376.pdf?OpenElement
377,Tomasz Szymański,KO,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024377/$File/2024ryczalt_377.pdf?OpenElement
378,Szymon Szynkowski vel Sęk,PiS,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024378/$File/2024ryczalt_378.pdf?OpenElement
379,Łukasz Ściebiorowski,KO,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024379/$File/2024ryczalt_379.pdf?OpenElement
380,Agnieszka Ścigaj,PiS,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024380/$File/2024ryczalt_380.pdf?OpenElement
381,Andrzej Śliwka,PiS,aktywny,34,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024381/$File/2024ryczalt_381.pdf?OpenElement
382,Paweł Śliz,Polska2050-TD,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024382/$File/2024ryczalt_382.pdf?OpenElement
383,Krzysztof Śmiszek,Lewica,wygasl,3,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024383/$File/2024ryczalt_383.pdf?OpenElement
384,Jacek Świat,PiS,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024384/$File/2024ryczalt_384.pdf?OpenElement
385,Apoloniusz Tajner,KO,aktywny,27,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024385/$File/2024ryczalt_385.pdf?OpenElement
385,Apoloniusz Tajner,KO,aktywny,27,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024385k/$File/2024ryczaltkor_385.pdf?OpenElement
386,Krzysztof Tchórzewski,PiS,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024386/$File/2024ryczalt_386.pdf?OpenElement
387,Robert Telus,PiS,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024387/$File/2024ryczalt_387.pdf?OpenElement
388,Ryszard Terlecki,PiS,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024388/$File/2024ryczalt_388.pdf?OpenElement
389,Tadeusz Tomaszewski,Lewica,aktywny,37,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024389/$File/2024ryczalt_389.pdf?OpenElement
390,Jacek Tomczak,PSL-TD,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024390/$File/2024ryczalt_390.pdf?OpenElement
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024391/$File/2024ryczalt_391.pdf?OpenElement
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024391k/$File/2024ryczaltkor_391.pdf?OpenElement
392,Cezary Tomczyk,KO,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024392/$File/2024ryczalt_392.pdf?OpenElement
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024393/$File/2024ryczalt_393.pdf?OpenElement
394,Małgorzata Tracz,KO,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024394/$File/2024ryczalt_394.pdf?OpenElement
