mp_id,full_name,club,mandate_status,district_number,data,url
434,Bogusław Wołoszański,KO,aktywny,10,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EDA12708D2CA39DAC1258A9F004102E6/%24File/RK10.434.01.pdf
435,Michał Woś,PiS,aktywny,30,2024-05-16,https://orka.sejm.gov.pl/rkor10.nsf/0/633221CA856089C8C1258B1F00323D1B/%24File/RK10.435.01.pdf
436,Grzegorz Woźniak,PiS,aktywny,18,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2440785036703A75C1258A9F004102F5/%24File/RK10.436.01.pdf
437,Tadeusz Woźniak,PiS,aktywny,11,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B0D534D3334A0CF1C1258A9F00410300/%24File/RK10.437.01.pdf
437,Tadeusz Woźniak,PiS,aktywny,11,2025-02-21,https://orka.sejm.gov.pl/rkor10.nsf/0/0779073D82246BBFC1258C380039436D/%24File/RK10.437.02.pdf
438,Michał Wójcik,PiS,aktywny,31,,
439,Maciej Wróbel,KO,aktywny,35,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/85B180C24609A2F3C1258A9F0041030C/%24File/RK10.439.01.pdf
440,Bartłomiej Wróblewski,PiS,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/96C0F1070D0ADC8AC1258A9F0041031A/%24File/RK10.440.01.pdf
441,Paweł Zalewski,Polska2050-TD,aktywny,20,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/12A0EF8007592B85C1258A9F00410326/%24File/RK10.441.01.pdf
442,Adrian Zandberg,Razem,aktywny,19,,
443,Andrzej Tomasz Zapałowski,Konfederacja,aktywny,22,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/F1918A226652CB07C1258A9F00410334/%24File/RK10.443.01.pdf
443,Andrzej Tomasz Zapałowski,Konfederacja,aktywny,22,2025-06-05,https://orka.sejm.gov.pl/rkor10.nsf/0/A39D225F44DE0C7EC1258CA0002B6801/%24File/RK10.443.02.pdf
444,Bartosz Zawieja,KO,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/6D33ECD15B931A09C1258A9F00410341/%24File/RK10.444.01.pdf
445,Marcelina Zawisza,Razem,aktywny,21,,
446,Sławomir Zawiślak,Konfederacja_KP,aktywny,7,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/4A7D9A1BF4EA255FC1258A9F0041034D/%24File/RK10.446.01.pdf
447,Bogdan Andrzej Zdrojewski,KO,wygasl,3,,
448,Witold Zembaczyński,KO,aktywny,21,,
449,Piotr Zgorzelski,PSL-TD,aktywny,16,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/5A247537B8D04CF7C1258A9F00410357/%24File/RK10.449.01.pdf
450,Zbigniew Ziejewski,PSL-TD,aktywny,34,2025-04-25,https://orka.sejm.gov.pl/rkor10.nsf/0/87CF0E8B7225A58DC1258C770040E569/%24File/RK10.450.02.pdf
451,Urszula Sara Zielińska,KO,aktywny,19,,
452,Jarosław Zieliński,PiS,aktywny,24,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/D69DB153AB4DA644C1258A9F00410363/%24File/RK10.452.01.pdf
452,Jarosław Zieliński,PiS,aktywny,24,2024-11-08,https://orka.sejm.gov.pl/rkor10.nsf/0/F83C9FA4C4221527C1258BCF00382F7A/%24File/RK10.452.02.pdf
453,Tomasz Zieliński,PiS,aktywny,7,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/738B05D13D7A93CFC1258A9F0041036E/%24File/RK10.453.01.pdf
453,Tomasz Zieliński,PiS,aktywny,7,2025-05-12,https://orka.sejm.gov.pl/rkor10.nsf/0/A3D0DAE231B94508C1258C8800386109/%24File/RK10.453.02.pdf
453,Tomasz Zieliński,PiS,aktywny,7,2025-06-05,https://orka.sejm.gov.pl/rkor10.nsf/0/08655E489EDB9E23C1258CA0002BF3A7/%24File/RK10.453.003.pdf
454,Jolanta Zięba-Gzik,PSL-TD,aktywny,11,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7DF86143AD1BD34EC1258A9F0041037A/%24File/RK10.454.01.pdf
455,Tomasz Zimoch,niez.,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/FEDCEB819FD6A8C7C1258A9F00410388/%24File/RK10.455.01.pdf
456,Zbigniew Ziobro,PiS,aktywny,23,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/ECB597E61EA5F3F2C1258A9F00410395/%24File/RK10.456.01.pdf
456,Zbigniew Ziobro,PiS,aktywny,23,2025-06-12,https://orka.sejm.gov.pl/rkor10.nsf/0/A8DB5EE45B63B6C6C1258CA7002C137B/%24File/RK10.456.02.pdf
457,Wojciech Michał Zubowski,PiS,aktywny,1,,
458,Ireneusz Zyska,PiS,aktywny,2,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/6C5E2E49C4CCED09C1258A9F004103A1/%24File/RK10.458.01.pdf
459,Bożena Żelazowska,PSL-TD,aktywny,20,,
460,Anna Maria Żukowska,Lewica,aktywny,19,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/513D0FA06DF66A2CC1258A9F004103AC/%24File/RK10.460.01.pdf
461,Anna Baluch,PiS,aktywny,6,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/5D3A777B4CDDF7A6C1258A9F004103B8/%24File/RK10.461.01.pdf
462,Magdalena Łośko,KO,aktywny,4,2024-01-26,https://orka.sejm.gov.pl/rkor10.nsf/0/AA241F3A361DF7F9C1258AB0003DC07C/%24File/RK10.462.01.pdf
463,Monika Pawłowska,PiS,aktywny,7,2024-03-06,https://orka.sejm.gov.pl/rkor10.nsf/0/151BF5C80CC805F3C1258AD800516721/%24File/RK10.463.01.pdf
464,Alicja Łuczak,KO,aktywny,36,2024-04-29,https://orka.sejm.gov.pl/rkor10.nsf/0/FAF7BFCE3E88AE49C1258B0E00327A5C/%24File/RK10.464.01.pdf
465,Dominik Jaśkowiec,KO,aktywny,13,2024-05-09,https://orka.sejm.gov.pl/rkor10.nsf/0/5D4557CC4320134FC1258B18002BF7E8/%24File/RK10.465.01.pdf
466,Paweł Masełko,KO,aktywny,21,2024-05-09,https://orka.sejm.gov.pl/rkor10.nsf/0/3B1EBC4F48BC29C1C1258B18002BF7F5/%24File/RK10.466.01.pdf
467,Katarzyna Stachowicz,KO,aktywny,32,2024-05-22,https://orka.sejm.gov.pl/rkor10.nsf/0/BE09C6ECC1B02C8EC1258B2500378BE7/%24File/RK10.467.01.pdf
467,Katarzyna Stachowicz,KO,aktywny,32,2025-06-26,https://orka.sejm.gov.pl/rkor10.nsf/0/4D4208E2449D1F85C1258CB5002FC343/%24File/RK10.467.02.pdf
468,Lidia Czechak,PiS,aktywny,36,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/26AC3698DCCCA1BAC1258B490045A862/%24File/RK10.468.01.pdf
469,Barbara Grygorcewicz,KO,aktywny,40,2024-06-28,https://orka.sejm.gov.pl/rkor10.nsf/0/17FC5B0F6DACECF3C1258B4A0035CE47/%24File/RK10.469.01.pdf
470,Bożenna Hołownia,Polska2050-TD,aktywny,19,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/B7E0669403B39E29C1258B490045A86B/%24File/RK10.470.01.pdf
471,Urszula Koszutska,KO,aktywny,31,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/715B220002DF712FC1258B490045A872/%24File/RK10.471.01.pdf
472,Piotr Kowal,Lewica,aktywny,5,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/F90C4FEF94A93146C1258B490045A87A/%24File/RK10.472.01.pdf
473,Michał Kowalski,PiS,aktywny,26,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/5D37D3FD3818F866C1258B490045A882/%24File/RK10.473.01.pdf
473,Michał Kowalski,PiS,aktywny,26,2025-04-25,https://orka.sejm.gov.pl/rkor10.nsf/0/8627B39BD2506813C1258C770040E575/%24File/RK10.473.02.pdf
474,Maria Joanna Koźlakiewicz,KO,aktywny,16,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/07204B47940549C8C1258B490045A88A/%24File/RK10.474.01.pdf
475,Katarzyna Królak,KO,aktywny,34,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/732970B8F557659DC1258B490045A892/%24File/RK10.475.01.pdf
476,Wioletta Maria Kulpa,PiS,aktywny,16,2024-06-28,https://orka.sejm.gov.pl/rkor10.nsf/0/A2B35F1D4743DC22C1258B4A00344435/%24File/RK10.476.01.pdf
477,Grzegorz Macko,PiS,aktywny,2,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/95D157736ED1C9D7C1258B490045A89A/%24File/RK10.477.01.pdf
477,Grzegorz Macko,PiS,aktywny,2,2024-10-17,https://orka.sejm.gov.pl/rkor10.nsf/0/E097A9ADD3EA25ACC1258BB90045027A/%24File/RK10.477.02.pdf
477,Grzegorz Macko,PiS,aktywny,2,2025-04-07,https://orka.sejm.gov.pl/rkor10.nsf/0/19D800A2C4EC972EC1258C6500351DBD/%24File/RK10.477.03.pdf
478,Jerzy Meysztowicz,KO,aktywny,13,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/6E75F8B7EDE01FE0C1258B490045A8A3/%24File/RK10.478.01.pdf
479,Krzysztof Mieszkowski,KO,aktywny,3,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/C89426C41DAE3EA9C1258B490045A8AB/%24File/RK10.479.01.pdf
480,Anna Paluch,PiS,aktywny,14,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/BC2A49D378F79CC5C1258B490045A8B4/%24File/RK10.480.01.pdf
481,Krzysztof Piątkowski,KO,aktywny,9,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/FE2EF4A1174C0B95C1258B490045A8BC/%24File/RK10.481.01.pdf
482,Mariusz Popielarz,KO,aktywny,18,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/510EEBED36FDDFBAC1258B490045A8C3/%24File/RK10.482.01.pdf
483,Magdalena Roguska,KO,aktywny,19,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/065743ADAC131D96C1258B490045A8CC/%24File/RK10.483.01.pdf
483,Magdalena Roguska,KO,aktywny,19,2025-07-08,https://orka.sejm.gov.pl/rkor10.nsf/0/2CB09D65F698E15DC1258CC10038257F/%24File/RK10.483.02.pdf
484,Marta Stożek,Razem,aktywny,3,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/0DB931EE3F43F66EC1258B490045A8D4/%24File/RK10.484.01.pdf
485,Krzysztof Szymański,Konfederacja,aktywny,26,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/CBB049F4A4C0D232C1258B490045A8DB/%24File/RK10.485.01.pdf
486,Włodzimierz Tomaszewski,PiS,aktywny,9,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/A266853D70F8C820C1258B490045A8E3/%24File/RK10.486.01.pdf
487,Maciej Tomczykiewicz,KO,aktywny,27,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/ECAFE7A6DF9EA7CEC1258B490045A8EB/%24File/RK10.487.01.pdf
488,Jarosław Krajewski,PiS,aktywny,19,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/3120B57B445992D4C1258B490045A8F3/%24File/RK10.488.01.pdf
489,Bożena Lisowska,KO,aktywny,6,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/286015BE4CB3244DC1258B490045A8FA/%24File/RK10.489.01.pdf
490,Michał Połuboczek,Konfederacja,aktywny,23,2024-06-27,https://orka.sejm.gov.pl/rkor10.nsf/0/FFEE3C2CBE7D8460C1258B490045A902/%24File/RK10.490.01.pdf
491,Aleksandra Kot,KO,aktywny,13,2024-06-28,https://orka.sejm.gov.pl/rkor10.nsf/0/15E7C5DCDAC41803C1258B4A0035CE50/%24File/RK10.491.01.pdf
491,Aleksandra Kot,KO,aktywny,13,2025-03-12,https://orka.sejm.gov.pl/rkor10.nsf/0/8167542E98021247C1258C4B004AEC6A/%24File/RK10.491.02.pdf
492,Rafał Romanowski,PiS,aktywny,16,,
493,Henryk Smolarz,PSL-TD,aktywny,6,,
494,Robert Jagła,KO,aktywny,2,2024-11-07,https://orka.sejm.gov.pl/rkor10.nsf/0/0B9ACD592FB87B7EC1258BCE0038E8FE/%24File/RK10.494.01.pdf
495,Michał Jach,PiS,aktywny,41,2025-09-11,https://orka.sejm.gov.pl/rkor10.nsf/0/54E1C277CC33B0D0C1258D020046CF43/%24File/RK10.495.01.pdf
496,Bogumiła Olbryś,PiS,aktywny,24,2025-09-10,https://orka.sejm.gov.pl/rkor10.nsf/0/F3CF04E2F6168324C1258D0100460521/%24File/RK10.496.01.pdf
497,Tomasz Rzymkowski,niez.,aktywny,11,2025-09-10,https://orka.sejm.gov.pl/rkor10.nsf/0/688F933B04E3A9E8C1258D0100460527/%24File/RK10.497.01.pdf
498,Marek Subocz,PiS,aktywny,40,2025-09-10,https://orka.sejm.gov.pl/rkor10.nsf/0/145D3E327C6E81E7C1258D010046052F/%24File/RK10.498.01.pdf
