mp_id,full_name,club,mandate_status,district_number,present_votes,total_votes,participation,details_url
001,Andrzej Adamczyk,PiS,aktywny,13,,,,
002,Piotr Adamowicz,KO,aktywny,25,2569,2586,99.34%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=002
003,Adam Andruszkiewicz,PiS,wygasl,24,1918,2301,83.36%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=003
004,Waldemar Andzel,PiS,aktywny,32,2548,2586,98.53%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=004
005,Dorota Arciszewska-Mielewczyk,PiS,aktywny,26,2325,2586,89.91%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=005
006,Jan Krzysztof Ardanowski,Republikanie,aktywny,5,2212,2586,85.54%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=006
007,Iwona Ewa Arent,PiS,aktywny,35,2221,2586,85.89%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=007
008,Bartosz Arłukowicz,KO,wygasl,40,444,446,99.55%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=008
009,Marek Ast,PiS,aktywny,8,2437,2586,94.24%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=009
010,Urszula Augustyn,KO,aktywny,15,2582,2586,99.85%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=010
011,Piotr Babinetz,PiS,aktywny,22,2333,2586,90.22%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=011
012,Ryszard Bartosik,PiS,aktywny,37,2494,2586,96.44%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=012
013,Władysław Bartoszewski,PSL-TD,aktywny,19,2463,2586,95.24%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=013
014,Barbara Bartuś,PiS,aktywny,14,2546,2586,98.45%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=014
015,Paweł Bejda,PSL-TD,aktywny,11,2465,2586,95.32%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=015
016,Konrad Berkowicz,Konfederacja,aktywny,13,2006,2586,77.57%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=016
017,Sylwia Bielawska,KO,aktywny,2,2585,2586,99.96%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=017
018,Marek Biernacki,PSL-TD,aktywny,26,2480,2586,95.90%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=018
019,Paweł Bliźniuk,KO,aktywny,9,2582,2586,99.85%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=019
020,Mariusz Błaszczak,PiS,aktywny,20,2525,2586,97.64%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=020
021,Mateusz Bochenek,KO,aktywny,32,2585,2586,99.96%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=021
022,Rafał Bochenek,PiS,aktywny,12,2501,2586,96.71%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=022
023,Izabela Bodnar,niez.,aktywny,3,2440,2586,94.35%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=023
024,Jacek Bogucki,PiS,aktywny,24,2450,2586,94.74%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=024
025,Zbigniew Bogucki,PiS,wygasl,41,2236,2301,97.18%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=025
026,Krzysztof Bojarski,KO,aktywny,6,2452,2586,94.82%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=026
027,Joanna Borowiak,PiS,aktywny,5,2550,2586,98.61%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=027
028,Kamil Bortniczuk,PiS,aktywny,16,2126,2586,82.21%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=028
029,Piotr Borys,KO,aktywny,1,2493,2586,96.40%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=029
030,Bożena Borys-Szopa,PiS,aktywny,29,2563,2586,99.11%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=030
031,Marcin Bosacki,KO,aktywny,39,2230,2586,86.23%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=031
032,Karina Anna Bosak,Konfederacja,aktywny,20,2287,2586,88.44%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=032
033,Krzysztof Bosak,Konfederacja,aktywny,24,2449,2586,94.70%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=033
034,Grzegorz Braun,Konfederacja,wygasl,23,358,446,80.27%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=034
035,Krzysztof Brejza,KO,wygasl,4,137,146,93.84%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=035
036,Agnieszka Buczyńska,Polska2050-TD,aktywny,25,1873,2586,72.43%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=036
037,Waldemar Buda,PiS,wygasl,9,396,446,88.79%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=037
038,Borys Budka,KO,wygasl,31,437,446,97.98%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=038
039,Elżbieta Burkiewicz,Polska2050-TD,aktywny,23,2499,2586,96.64%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=039
040,Lidia Burzyńska,PiS,aktywny,28,2541,2586,98.26%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=040
041,Marek Jan Chmielewski,KO,aktywny,2,2583,2586,99.88%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=041
042,Zbigniew Chmielowiec,PiS,aktywny,23,2434,2586,94.12%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=042
043,Artur Chojecki,PiS,aktywny,35,2499,2586,96.64%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=043
044,Kazimierz Bogusław Choma,PiS,aktywny,6,2543,2586,98.34%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=044
045,Dominika Chorosińska,PiS,aktywny,20,2330,2586,90.10%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=045
046,Tadeusz Chrzan,PiS,aktywny,22,2345,2586,90.68%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=046
047,Alicja Chybicka,KO,aktywny,3,2579,2586,99.73%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=047
048,Anna Ewa Cicholska,PiS,aktywny,16,2003,2586,77.46%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=048
049,Janusz Cichoń,KO,aktywny,35,2534,2586,97.99%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=049
050,Krzysztof Ciecióra,PiS,aktywny,10,2536,2586,98.07%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=050
051,Janusz Cieszyński,PiS,aktywny,35,2146,2586,82.99%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=051
052,Michał Cieślak,PiS,aktywny,33,2233,2586,86.35%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=052
053,Żaneta Cwalina-Śliwowska,Polska2050-TD,aktywny,18,2443,2586,94.47%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=053
054,Krzysztof Czarnecki,PiS,aktywny,38,2527,2586,97.72%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=054
055,Witold Wojciech Czarnecki,PiS,aktywny,37,2308,2586,89.25%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=055
056,Przemysław Czarnek,PiS,aktywny,6,2249,2586,86.97%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=056
057,Arkadiusz Czartoryski,PiS,aktywny,18,2523,2586,97.56%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=057
058,Włodzimierz Czarzasty,Lewica,aktywny,32,2099,2586,81.17%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=058
059,Jacek Czerniak,Lewica,aktywny,6,2483,2586,96.02%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=059
060,Zofia Czernow,KO,aktywny,1,2584,2586,99.92%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=060
061,Anita Czerwińska,PiS,aktywny,20,2520,2586,97.45%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=061
062,Katarzyna Czochara,PiS,aktywny,21,1627,2586,62.92%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=062
063,Sławomir Ćwik,Polska2050-TD,aktywny,7,2571,2586,99.42%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=063
064,Władysław Dajczak,PiS,aktywny,8,2274,2586,87.94%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=064
065,Anna Dąbrowska-Banaszek,PiS,aktywny,7,2571,2586,99.42%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=065
066,Zbigniew Dolata,PiS,aktywny,37,2507,2586,96.95%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=066
067,Barbara Dolniak,KO,aktywny,32,2577,2586,99.65%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=067
068,Andrzej Domański,KO,aktywny,19,2447,2586,94.62%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=068
069,Bartłomiej Dorywalski,PiS,aktywny,33,2567,2586,99.27%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=069
070,Robert Dowhan,KO,aktywny,8,2020,2586,78.11%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=070
071,Przemysław Drabek,PiS,aktywny,27,2477,2586,95.78%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=071
072,Elżbieta Duda,PiS,aktywny,13,2486,2586,96.13%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=072
073,Michał Paweł Dworczyk,PiS,wygasl,2,309,446,69.28%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=073
074,Adam Dziedzic,PSL-TD,aktywny,23,2476,2586,95.75%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=074
075,Jan Michał Dziedziczak,PiS,aktywny,36,2179,2586,84.26%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=075
076,Agnieszka Dziemianowicz-Bąk,Lewica,aktywny,26,2507,2586,96.95%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=076
077,Magdalena Filiks,KO,aktywny,41,1726,2586,66.74%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=077
078,Magdalena Filipek-Sobczak,PiS,aktywny,6,2546,2586,98.45%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=078
079,Radosław Fogiel,PiS,aktywny,17,2254,2586,87.16%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=079
080,Bronisław Foltyn,Konfederacja,aktywny,27,2412,2586,93.27%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=080
081,Roman Fritz,Konfederacja_KP,aktywny,30,2386,2586,92.27%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=081
082,Joanna Frydrych,KO,aktywny,22,2583,2586,99.88%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=082
083,Konrad Frysztak,KO,aktywny,17,2495,2586,96.48%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=083
084,Patryk Gabriel,KO,aktywny,25,2572,2586,99.46%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=084
085,Krzysztof Gadowski,KO,aktywny,30,2579,2586,99.73%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=085
086,Aleksandra Gajewska,KO,aktywny,19,2505,2586,96.87%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=086
087,Kinga Gajewska,KO,aktywny,20,2537,2586,98.11%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=087
088,Elżbieta Gapińska,KO,aktywny,16,2585,2586,99.96%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=088
089,Kamila Gasiuk-Pihowicz,KO,wygasl,18,411,446,92.15%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=089
090,Krzysztof Gawkowski,Lewica,aktywny,4,2468,2586,95.44%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=090
091,Zdzisław Gawlik,KO,aktywny,23,2553,2586,98.72%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=091
092,Andrzej Gawron,PiS,aktywny,28,2372,2586,91.72%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=092
093,Grzegorz Gaża,PiS,aktywny,27,2144,2586,82.91%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=093
094,Elżbieta Gelert,KO,aktywny,34,2527,2586,97.72%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=094
095,Anna Gembicka,PiS,aktywny,5,2330,2586,90.10%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=095
096,Artur Daniel Gierada,KO,aktywny,33,2529,2586,97.80%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=096
097,Roman Giertych,KO,aktywny,33,2259,2586,87.35%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=097
098,Włodzisław Giziński,KO,aktywny,4,2492,2586,96.37%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=098
099,Szymon Giżyński,PiS,aktywny,28,2344,2586,90.64%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=099
100,Piotr Gliński,PiS,aktywny,19,2473,2586,95.63%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=100
101,Tomasz Głogowski,KO,aktywny,29,2561,2586,99.03%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=101
102,Piotr Głowski,KO,aktywny,38,2535,2586,98.03%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=102
103,Marta Golbik,KO,aktywny,29,2567,2586,99.27%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=103
104,Małgorzata Golińska,PiS,aktywny,40,2448,2586,94.66%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=104
105,Kazimierz Gołojuch,PiS,aktywny,23,2473,2586,95.63%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=105
106,Adam Gomoła,niez.,aktywny,21,2383,2586,92.15%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=106
107,Robert Gontarz,PiS,aktywny,34,2503,2586,96.79%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=107
108,Stanisław Gorczyca,KO,aktywny,34,2558,2586,98.92%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=108
109,Mariusz Gosek,PiS,aktywny,33,2486,2586,96.13%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=109
110,Daria Gosek-Popiołek,Lewica,aktywny,13,2387,2586,92.30%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=110
111,Małgorzata Gosiewska,PiS,wygasl,19,370,446,82.96%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=111
112,Piotr Górnikiewicz,Polska2050-TD,aktywny,15,2514,2586,97.22%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=112
113,Agnieszka Górska,PiS,aktywny,17,2240,2586,86.62%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=113
114,Krzysztof Grabczuk,KO,aktywny,7,2478,2586,95.82%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=114
115,Jan Grabiec,KO,aktywny,20,2156,2586,83.37%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=115
116,Marcin Grabowski,PiS,aktywny,18,2552,2586,98.69%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=116
117,Michał Gramatyka,Polska2050-TD,aktywny,31,2509,2586,97.02%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=117
118,Małgorzata Gromadzka,KO,aktywny,7,2539,2586,98.18%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=118
119,Marek Gróbarczyk,PiS,aktywny,41,2539,2586,98.18%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=119
120,Andrzej Grzyb,PSL-TD,aktywny,36,2388,2586,92.34%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=120
121,Andrzej Gut-Mostowy,PiS,aktywny,14,2064,2586,79.81%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=121
122,Kazimierz Gwiazdowski,PiS,aktywny,24,2415,2586,93.39%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=122
123,Marcin Gwóźdź,PiS,aktywny,2,2548,2586,98.53%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=123
124,Marek Gzik,KO,aktywny,29,2537,2586,98.11%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=124
125,Krzysztof Habura,KO,aktywny,11,2392,2586,92.50%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=125
126,Agnieszka Hanajczyk,KO,aktywny,11,2512,2586,97.14%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=126
127,Iwona Hartwich,KO,aktywny,5,2582,2586,99.85%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=127
128,Paulina Hennig-Kloska,Polska2050-TD,aktywny,37,2546,2586,98.45%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=128
129,Krzysztof Hetman,PSL-TD,wygasl,6,368,446,82.51%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=129
130,Czesław Hoc,PiS,aktywny,40,2537,2586,98.11%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=130
131,Zbigniew Hoffmann,PiS,aktywny,37,2509,2586,97.02%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=131
132,Marek Tomasz Hok,KO,aktywny,40,2500,2586,96.67%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=132
133,Szymon Hołownia,Polska2050-TD,aktywny,24,2394,2586,92.58%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=133
134,Marcin Horała,PiS,aktywny,26,2391,2586,92.46%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=134
135,Łukasz Horbatowski,KO,aktywny,1,2539,2586,98.18%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=135
136,Paweł Hreniak,PiS,aktywny,3,2536,2586,98.07%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=136
137,Paweł Jabłoński,PiS,aktywny,30,2300,2586,88.94%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=137
138,Klaudia Jachira,KO,aktywny,19,2484,2586,96.06%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=138
139,Marek Jakubiak,Republikanie,aktywny,19,2260,2586,87.39%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=139
140,Maria Małgorzata Janyska,KO,aktywny,38,2516,2586,97.29%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=140
141,Michał Jaros,KO,aktywny,3,2492,2586,96.37%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=141
142,Patryk Jaskulski,KO,aktywny,41,2472,2586,95.59%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=142
143,Danuta Jazłowiecka,KO,aktywny,21,804,2586,31.09%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=143
144,Dariusz Joński,KO,wygasl,9,446,446,100.00%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=144
145,Marcin Józefaciuk,KO,aktywny,9,2579,2586,99.73%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=145
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2557,2586,98.88%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=146
147,Filip Kaczyński,PiS,aktywny,12,2531,2586,97.87%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=147
148,Jarosław Kaczyński,PiS,aktywny,33,2109,2586,81.55%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=148
149,Piotr Kaleta,PiS,aktywny,36,2570,2586,99.38%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=149
150,Sebastian Kaleta,PiS,aktywny,19,2369,2586,91.61%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=150
151,Mariusz Kałużny,PiS,aktywny,5,2140,2586,82.75%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=151
152,Mariusz Kamiński,PiS,wygasl,7,119,146,81.51%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=152
153,Piotr Kandyba,KO,aktywny,20,2576,2586,99.61%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=153
154,Jan Kanthak,PiS,aktywny,6,2403,2586,92.92%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=154
155,Fryderyk Sylwester Kapinos,PiS,aktywny,23,2482,2586,95.98%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=155
156,Jacek Karnowski,KO,aktywny,25,2508,2586,96.98%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=156
157,Iwona Karolewska,KO,aktywny,4,2366,2586,91.49%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=157
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,2508,2586,96.98%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=158
159,Henryk Kiepura,PSL-TD,aktywny,28,2377,2586,91.92%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=159
160,Marcin Kierwiński,KO,wygasl,16,438,446,98.21%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=160
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,2436,2586,94.20%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=161
162,Dariusz Klimczak,PSL-TD,aktywny,10,2531,2586,97.87%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=162
163,Joanna Kluzik-Rostkowska,KO,aktywny,17,2575,2586,99.57%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=163
